scenario_id,condition,generated_at,is_valid,invalid_reason,compliance_mL_per_cmH2O,resistance_cmH2O_L_s,respiratory_rate,tidal_volume_mL,tidal_volume_mL_per_kg,ie_ratio,peep_cmH2O,flow_pattern,ppeak_cmH2O,pplat_cmH2O,driving_p_cmH2O,mean_paw_cmH2O,auto_peep_cmH2O,delivered_vt_mL,minute_vent_L
VCV_Normal_C050_R002_VT06_RR008_PEEP20_IE100_DEC,Normal,2026-05-07T05:39:43.691941+00:00,True,,50.0,2.0,8,420.0,6.0,1.0,20,decelerating,28.43,28.42,8.42,23.14,0.0,418.88,3.351
VCV_Normal_C050_R002_VT06_RR008_PEEP20_IE050_SQR,Normal,2026-05-07T05:39:43.692541+00:00,True,,50.0,2.0,8,420.0,6.0,0.5,20,square,28.74,28.4,8.4,21.78,0.0,418.32,3.347
VCV_Normal_C050_R002_VT06_RR008_PEEP20_IE050_DEC,Normal,2026-05-07T05:39:43.693125+00:00,True,,50.0,2.0,8,420.0,6.0,0.5,20,decelerating,28.45,28.43,8.43,22.24,0.0,418.32,3.347
VCV_Normal_C050_R002_VT06_RR008_PEEP20_IE033_SQR,Normal,2026-05-07T05:39:43.693679+00:00,True,,50.0,2.0,8,420.0,6.0,0.33,20,square,28.85,28.4,8.4,21.44,0.0,417.54,3.34
VCV_Normal_C050_R002_VT06_RR008_PEEP20_IE033_DEC,Normal,2026-05-07T05:39:43.694197+00:00,True,,50.0,2.0,8,420.0,6.0,0.33,20,decelerating,28.47,28.44,8.44,21.78,0.0,417.54,3.34
VCV_Normal_C050_R002_VT06_RR016_PEEP00_IE100_SQR,Normal,2026-05-07T05:39:43.694648+00:00,True,,50.0,2.0,16,420.0,6.0,1.0,0,square,8.87,8.42,8.42,2.79,0.0,418.88,6.702
VCV_Normal_C050_R002_VT06_RR016_PEEP00_IE100_DEC,Normal,2026-05-07T05:39:43.695087+00:00,True,,50.0,2.0,16,420.0,6.0,1.0,0,decelerating,8.49,8.47,8.47,3.46,0.0,418.88,6.702
VCV_Normal_C050_R002_VT06_RR016_PEEP00_IE050_SQR,Normal,2026-05-07T05:39:43.695513+00:00,True,,50.0,2.0,16,420.0,6.0,0.5,0,square,9.07,8.4,8.4,2.14,0.0,416.64,6.666
VCV_Normal_C050_R002_VT06_RR016_PEEP00_IE050_DEC,Normal,2026-05-07T05:39:43.695930+00:00,True,,50.0,2.0,16,420.0,6.0,0.5,0,decelerating,8.53,8.47,8.47,2.59,0.0,416.64,6.666
VCV_Normal_C050_R002_VT06_RR016_PEEP00_IE033_SQR,Normal,2026-05-07T05:39:43.696376+00:00,True,,50.0,2.0,16,420.0,6.0,0.33,0,square,9.3,8.4,8.4,1.8,0.0,415.28,6.645
VCV_Normal_C050_R002_VT06_RR016_PEEP00_IE033_DEC,Normal,2026-05-07T05:39:43.696805+00:00,True,,50.0,2.0,16,420.0,6.0,0.33,0,decelerating,8.59,8.49,8.49,2.14,0.0,415.28,6.645
VCV_Normal_C050_R002_VT06_RR016_PEEP08_IE100_SQR,Normal,2026-05-07T05:39:43.697240+00:00,True,,50.0,2.0,16,420.0,6.0,1.0,8,square,16.87,16.42,8.42,10.79,0.0,418.88,6.702
VCV_Normal_C050_R002_VT06_RR016_PEEP08_IE100_DEC,Normal,2026-05-07T05:39:43.697657+00:00,True,,50.0,2.0,16,420.0,6.0,1.0,8,decelerating,16.49,16.47,8.47,11.46,0.0,418.88,6.702
VCV_Normal_C050_R002_VT06_RR016_PEEP08_IE050_SQR,Normal,2026-05-07T05:39:43.698087+00:00,True,,50.0,2.0,16,420.0,6.0,0.5,8,square,17.07,16.4,8.4,10.14,0.0,416.64,6.666
VCV_Normal_C050_R002_VT06_RR016_PEEP08_IE050_DEC,Normal,2026-05-07T05:39:43.698504+00:00,True,,50.0,2.0,16,420.0,6.0,0.5,8,decelerating,16.53,16.47,8.47,10.59,0.0,416.64,6.666
VCV_Normal_C050_R002_VT06_RR016_PEEP08_IE033_SQR,Normal,2026-05-07T05:39:43.698925+00:00,True,,50.0,2.0,16,420.0,6.0,0.33,8,square,17.3,16.4,8.4,9.8,0.0,415.28,6.645
VCV_Normal_C050_R002_VT06_RR016_PEEP08_IE033_DEC,Normal,2026-05-07T05:39:43.699341+00:00,True,,50.0,2.0,16,420.0,6.0,0.33,8,decelerating,16.59,16.49,8.49,10.14,0.0,415.28,6.645
VCV_Normal_C050_R002_VT06_RR016_PEEP16_IE100_SQR,Normal,2026-05-07T05:39:43.699756+00:00,True,,50.0,2.0,16,420.0,6.0,1.0,16,square,24.87,24.42,8.42,18.79,0.0,418.88,6.702
VCV_Normal_C050_R002_VT06_RR016_PEEP16_IE100_DEC,Normal,2026-05-07T05:39:43.700168+00:00,True,,50.0,2.0,16,420.0,6.0,1.0,16,decelerating,24.49,24.47,8.47,19.46,0.0,418.88,6.702
VCV_Normal_C050_R002_VT06_RR016_PEEP16_IE050_SQR,Normal,2026-05-07T05:39:43.700581+00:00,True,,50.0,2.0,16,420.0,6.0,0.5,16,square,25.07,24.4,8.4,18.14,0.0,416.64,6.666
VCV_Normal_C050_R002_VT06_RR016_PEEP16_IE050_DEC,Normal,2026-05-07T05:39:43.701007+00:00,True,,50.0,2.0,16,420.0,6.0,0.5,16,decelerating,24.53,24.47,8.47,18.59,0.0,416.64,6.666
VCV_Normal_C050_R002_VT06_RR016_PEEP16_IE033_SQR,Normal,2026-05-07T05:39:43.701423+00:00,True,,50.0,2.0,16,420.0,6.0,0.33,16,square,25.3,24.4,8.4,17.8,0.0,415.28,6.645
VCV_Normal_C050_R002_VT06_RR016_PEEP16_IE033_DEC,Normal,2026-05-07T05:39:43.701839+00:00,True,,50.0,2.0,16,420.0,6.0,0.33,16,decelerating,24.59,24.49,8.49,18.14,0.0,415.28,6.645
VCV_Normal_C050_R002_VT06_RR016_PEEP20_IE100_SQR,Normal,2026-05-07T05:39:43.702263+00:00,True,,50.0,2.0,16,420.0,6.0,1.0,20,square,28.87,28.42,8.42,22.79,0.0,418.88,6.702
VCV_Normal_C050_R002_VT06_RR016_PEEP20_IE100_DEC,Normal,2026-05-07T05:39:43.702693+00:00,True,,50.0,2.0,16,420.0,6.0,1.0,20,decelerating,28.49,28.47,8.47,23.46,0.0,418.88,6.702
VCV_Normal_C050_R002_VT06_RR016_PEEP20_IE050_SQR,Normal,2026-05-07T05:39:43.703109+00:00,True,,50.0,2.0,16,420.0,6.0,0.5,20,square,29.07,28.4,8.4,22.14,0.0,416.64,6.666
VCV_Normal_C050_R002_VT06_RR016_PEEP20_IE050_DEC,Normal,2026-05-07T05:39:43.703536+00:00,True,,50.0,2.0,16,420.0,6.0,0.5,20,decelerating,28.53,28.47,8.47,22.59,0.0,416.64,6.666
VCV_Normal_C050_R002_VT06_RR016_PEEP20_IE033_SQR,Normal,2026-05-07T05:39:43.703947+00:00,True,,50.0,2.0,16,420.0,6.0,0.33,20,square,29.3,28.4,8.4,21.8,0.0,415.28,6.645
VCV_Normal_C050_R002_VT06_RR016_PEEP20_IE033_DEC,Normal,2026-05-07T05:39:43.704381+00:00,True,,50.0,2.0,16,420.0,6.0,0.33,20,decelerating,28.59,28.49,8.49,22.14,0.0,415.28,6.645
VCV_Normal_C050_R002_VT06_RR024_PEEP00_IE100_SQR,Normal,2026-05-07T05:39:43.704790+00:00,True,,50.0,2.0,24,420.0,6.0,1.0,0,square,9.07,8.4,8.4,3.09,0.0,416.64,9.999
VCV_Normal_C050_R002_VT06_RR024_PEEP00_IE100_DEC,Normal,2026-05-07T05:39:43.705175+00:00,True,,50.0,2.0,24,420.0,6.0,1.0,0,decelerating,8.53,8.47,8.47,3.74,0.0,416.64,9.999
VCV_Normal_C050_R002_VT06_RR024_PEEP00_IE050_SQR,Normal,2026-05-07T05:39:43.705588+00:00,True,,50.0,2.0,24,420.0,6.0,0.5,0,square,9.37,8.37,8.37,2.45,0.0,413.28,9.919
VCV_Normal_C050_R002_VT06_RR024_PEEP00_IE050_DEC,Normal,2026-05-07T05:39:43.705991+00:00,True,,50.0,2.0,24,420.0,6.0,0.5,0,decelerating,8.6,8.47,8.47,2.89,0.0,413.28,9.919
VCV_Normal_C050_R002_VT06_RR024_PEEP00_IE033_SQR,Normal,2026-05-07T05:39:43.706401+00:00,True,,50.0,2.0,24,420.0,6.0,0.33,0,square,9.75,8.4,8.4,2.14,0.0,413.03,9.913
VCV_Normal_C050_R002_VT06_RR024_PEEP00_IE033_DEC,Normal,2026-05-07T05:39:43.706806+00:00,True,,50.0,2.0,24,420.0,6.0,0.33,0,decelerating,8.77,8.53,8.53,2.49,0.0,413.03,9.913
VCV_Normal_C050_R002_VT06_RR024_PEEP08_IE100_SQR,Normal,2026-05-07T05:39:43.707190+00:00,True,,50.0,2.0,24,420.0,6.0,1.0,8,square,17.07,16.4,8.4,11.09,0.0,416.64,9.999
VCV_Normal_C050_R002_VT06_RR024_PEEP08_IE100_DEC,Normal,2026-05-07T05:39:43.707578+00:00,True,,50.0,2.0,24,420.0,6.0,1.0,8,decelerating,16.53,16.47,8.47,11.74,0.0,416.64,9.999
VCV_Normal_C050_R002_VT06_RR024_PEEP08_IE050_SQR,Normal,2026-05-07T05:39:43.707994+00:00,True,,50.0,2.0,24,420.0,6.0,0.5,8,square,17.37,16.37,8.37,10.45,0.0,413.28,9.919
VCV_Normal_C050_R002_VT06_RR024_PEEP08_IE050_DEC,Normal,2026-05-07T05:39:43.708390+00:00,True,,50.0,2.0,24,420.0,6.0,0.5,8,decelerating,16.6,16.47,8.47,10.89,0.0,413.28,9.919
VCV_Normal_C050_R002_VT06_RR024_PEEP08_IE033_SQR,Normal,2026-05-07T05:39:43.708786+00:00,True,,50.0,2.0,24,420.0,6.0,0.33,8,square,17.75,16.4,8.4,10.14,0.0,413.03,9.913
VCV_Normal_C050_R002_VT06_RR024_PEEP08_IE033_DEC,Normal,2026-05-07T05:39:43.709185+00:00,True,,50.0,2.0,24,420.0,6.0,0.33,8,decelerating,16.77,16.53,8.53,10.49,0.0,413.03,9.913
VCV_Normal_C050_R002_VT06_RR024_PEEP16_IE100_SQR,Normal,2026-05-07T05:39:43.709576+00:00,True,,50.0,2.0,24,420.0,6.0,1.0,16,square,25.07,24.4,8.4,19.09,0.0,416.64,9.999
VCV_Normal_C050_R002_VT06_RR024_PEEP16_IE100_DEC,Normal,2026-05-07T05:39:43.709958+00:00,True,,50.0,2.0,24,420.0,6.0,1.0,16,decelerating,24.53,24.47,8.47,19.74,0.0,416.64,9.999
VCV_Normal_C050_R002_VT06_RR024_PEEP16_IE050_SQR,Normal,2026-05-07T05:39:43.710353+00:00,True,,50.0,2.0,24,420.0,6.0,0.5,16,square,25.37,24.37,8.37,18.45,0.0,413.28,9.919
VCV_Normal_C050_R002_VT06_RR024_PEEP16_IE050_DEC,Normal,2026-05-07T05:39:43.710748+00:00,True,,50.0,2.0,24,420.0,6.0,0.5,16,decelerating,24.6,24.47,8.47,18.89,0.0,413.28,9.919
VCV_Normal_C050_R002_VT06_RR024_PEEP16_IE033_SQR,Normal,2026-05-07T05:39:43.711145+00:00,True,,50.0,2.0,24,420.0,6.0,0.33,16,square,25.75,24.4,8.4,18.14,0.0,413.03,9.913
VCV_Normal_C050_R002_VT06_RR024_PEEP16_IE033_DEC,Normal,2026-05-07T05:39:43.711543+00:00,True,,50.0,2.0,24,420.0,6.0,0.33,16,decelerating,24.77,24.53,8.53,18.49,0.0,413.03,9.913
VCV_Normal_C050_R002_VT06_RR024_PEEP20_IE100_SQR,Normal,2026-05-07T05:39:43.711928+00:00,True,,50.0,2.0,24,420.0,6.0,1.0,20,square,29.07,28.4,8.4,23.09,0.0,416.64,9.999
VCV_Normal_C050_R002_VT06_RR024_PEEP20_IE100_DEC,Normal,2026-05-07T05:39:43.712317+00:00,True,,50.0,2.0,24,420.0,6.0,1.0,20,decelerating,28.53,28.47,8.47,23.74,0.0,416.64,9.999
VCV_Normal_C050_R002_VT06_RR024_PEEP20_IE050_SQR,Normal,2026-05-07T05:39:43.712713+00:00,True,,50.0,2.0,24,420.0,6.0,0.5,20,square,29.37,28.37,8.37,22.45,0.0,413.28,9.919
VCV_Normal_C050_R002_VT06_RR024_PEEP20_IE050_DEC,Normal,2026-05-07T05:39:43.713141+00:00,True,,50.0,2.0,24,420.0,6.0,0.5,20,decelerating,28.6,28.47,8.47,22.89,0.0,413.28,9.919
VCV_Normal_C050_R002_VT06_RR024_PEEP20_IE033_SQR,Normal,2026-05-07T05:39:43.713539+00:00,True,,50.0,2.0,24,420.0,6.0,0.33,20,square,29.75,28.4,8.4,22.14,0.0,413.03,9.913
VCV_Normal_C050_R002_VT06_RR024_PEEP20_IE033_DEC,Normal,2026-05-07T05:39:43.713936+00:00,True,,50.0,2.0,24,420.0,6.0,0.33,20,decelerating,28.77,28.53,8.53,22.49,0.0,413.03,9.913
VCV_Normal_C050_R002_VT06_RR030_PEEP00_IE100_SQR,Normal,2026-05-07T05:39:43.714319+00:00,True,,50.0,2.0,30,420.0,6.0,1.0,0,square,9.24,8.4,8.4,3.31,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP00_IE100_DEC,Normal,2026-05-07T05:39:43.714729+00:00,True,,50.0,2.0,30,420.0,6.0,1.0,0,decelerating,8.58,8.48,8.48,3.95,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP00_IE050_SQR,Normal,2026-05-07T05:39:43.715122+00:00,True,,50.0,2.0,30,420.0,6.0,0.5,0,square,9.7,8.44,8.44,2.72,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP00_IE050_DEC,Normal,2026-05-07T05:39:43.715518+00:00,True,,50.0,2.0,30,420.0,6.0,0.5,0,decelerating,8.77,8.57,8.57,3.17,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP00_IE033_SQR,Normal,2026-05-07T05:39:43.715909+00:00,True,,50.0,2.0,30,420.0,6.0,0.33,0,square,10.16,8.46,8.46,2.41,0.0,414.72,12.442
VCV_Normal_C050_R002_VT06_RR030_PEEP00_IE033_DEC,Normal,2026-05-07T05:39:43.716304+00:00,True,,50.0,2.0,30,420.0,6.0,0.33,0,decelerating,9.01,8.63,8.63,2.77,0.0,414.72,12.442
VCV_Normal_C050_R002_VT06_RR030_PEEP08_IE100_SQR,Normal,2026-05-07T05:39:43.716708+00:00,True,,50.0,2.0,30,420.0,6.0,1.0,8,square,17.24,16.4,8.4,11.31,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP08_IE100_DEC,Normal,2026-05-07T05:39:43.717090+00:00,True,,50.0,2.0,30,420.0,6.0,1.0,8,decelerating,16.58,16.48,8.48,11.95,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP08_IE050_SQR,Normal,2026-05-07T05:39:43.717487+00:00,True,,50.0,2.0,30,420.0,6.0,0.5,8,square,17.7,16.44,8.44,10.72,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP08_IE050_DEC,Normal,2026-05-07T05:39:43.717876+00:00,True,,50.0,2.0,30,420.0,6.0,0.5,8,decelerating,16.77,16.57,8.57,11.17,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP08_IE033_SQR,Normal,2026-05-07T05:39:43.718273+00:00,True,,50.0,2.0,30,420.0,6.0,0.33,8,square,18.16,16.46,8.46,10.41,0.0,414.72,12.442
VCV_Normal_C050_R002_VT06_RR030_PEEP08_IE033_DEC,Normal,2026-05-07T05:39:43.718662+00:00,True,,50.0,2.0,30,420.0,6.0,0.33,8,decelerating,17.01,16.63,8.63,10.77,0.0,414.72,12.442
VCV_Normal_C050_R002_VT06_RR030_PEEP16_IE100_SQR,Normal,2026-05-07T05:39:43.719052+00:00,True,,50.0,2.0,30,420.0,6.0,1.0,16,square,25.24,24.4,8.4,19.31,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP16_IE100_DEC,Normal,2026-05-07T05:39:43.719431+00:00,True,,50.0,2.0,30,420.0,6.0,1.0,16,decelerating,24.58,24.48,8.48,19.95,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP16_IE050_SQR,Normal,2026-05-07T05:39:43.719822+00:00,True,,50.0,2.0,30,420.0,6.0,0.5,16,square,25.7,24.44,8.44,18.72,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP16_IE050_DEC,Normal,2026-05-07T05:39:43.720209+00:00,True,,50.0,2.0,30,420.0,6.0,0.5,16,decelerating,24.77,24.57,8.57,19.17,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP16_IE033_SQR,Normal,2026-05-07T05:39:43.720598+00:00,True,,50.0,2.0,30,420.0,6.0,0.33,16,square,26.16,24.46,8.46,18.41,0.0,414.72,12.442
VCV_Normal_C050_R002_VT06_RR030_PEEP16_IE033_DEC,Normal,2026-05-07T05:39:43.720995+00:00,True,,50.0,2.0,30,420.0,6.0,0.33,16,decelerating,25.01,24.63,8.63,18.77,0.0,414.72,12.442
VCV_Normal_C050_R002_VT06_RR030_PEEP20_IE100_SQR,Normal,2026-05-07T05:39:43.721379+00:00,True,,50.0,2.0,30,420.0,6.0,1.0,20,square,29.24,28.4,8.4,23.31,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP20_IE100_DEC,Normal,2026-05-07T05:39:43.721758+00:00,True,,50.0,2.0,30,420.0,6.0,1.0,20,decelerating,28.58,28.48,8.48,23.95,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP20_IE050_SQR,Normal,2026-05-07T05:39:43.722223+00:00,True,,50.0,2.0,30,420.0,6.0,0.5,20,square,29.7,28.44,8.44,22.72,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP20_IE050_DEC,Normal,2026-05-07T05:39:43.722614+00:00,True,,50.0,2.0,30,420.0,6.0,0.5,20,decelerating,28.77,28.57,8.57,23.17,0.0,415.8,12.474
VCV_Normal_C050_R002_VT06_RR030_PEEP20_IE033_SQR,Normal,2026-05-07T05:39:43.723005+00:00,True,,50.0,2.0,30,420.0,6.0,0.33,20,square,30.16,28.46,8.46,22.41,0.0,414.72,12.442
VCV_Normal_C050_R002_VT06_RR030_PEEP20_IE033_DEC,Normal,2026-05-07T05:39:43.723399+00:00,True,,50.0,2.0,30,420.0,6.0,0.33,20,decelerating,29.01,28.63,8.63,22.77,0.0,414.72,12.442
VCV_Normal_C050_R002_VT10_RR008_PEEP00_IE100_SQR,Normal,2026-05-07T05:39:43.723860+00:00,True,,50.0,2.0,8,700.0,10.0,1.0,0,square,14.37,14.0,14.0,4.09,0.0,698.13,5.585
VCV_Normal_C050_R002_VT10_RR008_PEEP00_IE100_DEC,Normal,2026-05-07T05:39:43.724320+00:00,True,,50.0,2.0,8,700.0,10.0,1.0,0,decelerating,14.05,14.04,14.04,5.23,0.0,698.13,5.585
VCV_Normal_C050_R002_VT10_RR008_PEEP00_IE050_SQR,Normal,2026-05-07T05:39:43.724813+00:00,True,,50.0,2.0,8,700.0,10.0,0.5,0,square,14.56,14.0,14.0,2.97,0.0,697.2,5.578
VCV_Normal_C050_R002_VT10_RR008_PEEP00_IE050_DEC,Normal,2026-05-07T05:39:43.725316+00:00,True,,50.0,2.0,8,700.0,10.0,0.5,0,decelerating,14.08,14.06,14.06,3.73,0.0,697.2,5.578
VCV_Normal_C050_R002_VT10_RR008_PEEP00_IE033_SQR,Normal,2026-05-07T05:39:43.725828+00:00,True,,50.0,2.0,8,700.0,10.0,0.33,0,square,14.75,13.99,13.99,2.39,0.0,695.9,5.567
VCV_Normal_C050_R002_VT10_RR008_PEEP00_IE033_DEC,Normal,2026-05-07T05:39:43.726368+00:00,True,,50.0,2.0,8,700.0,10.0,0.33,0,decelerating,14.11,14.07,14.07,2.96,0.0,695.9,5.567
VCV_Normal_C050_R002_VT10_RR008_PEEP08_IE100_SQR,Normal,2026-05-07T05:39:43.726847+00:00,True,,50.0,2.0,8,700.0,10.0,1.0,8,square,22.37,22.0,14.0,12.09,0.0,698.13,5.585
VCV_Normal_C050_R002_VT10_RR008_PEEP08_IE100_DEC,Normal,2026-05-07T05:39:43.727356+00:00,True,,50.0,2.0,8,700.0,10.0,1.0,8,decelerating,22.05,22.04,14.04,13.23,0.0,698.13,5.585
VCV_Normal_C050_R002_VT10_RR008_PEEP08_IE050_SQR,Normal,2026-05-07T05:39:43.727848+00:00,True,,50.0,2.0,8,700.0,10.0,0.5,8,square,22.56,22.0,14.0,10.97,0.0,697.2,5.578
VCV_Normal_C050_R002_VT10_RR008_PEEP08_IE050_DEC,Normal,2026-05-07T05:39:43.728383+00:00,True,,50.0,2.0,8,700.0,10.0,0.5,8,decelerating,22.08,22.06,14.06,11.73,0.0,697.2,5.578
VCV_Normal_C050_R002_VT10_RR008_PEEP08_IE033_SQR,Normal,2026-05-07T05:39:43.728920+00:00,True,,50.0,2.0,8,700.0,10.0,0.33,8,square,22.75,21.99,13.99,10.39,0.0,695.9,5.567
VCV_Normal_C050_R002_VT10_RR008_PEEP08_IE033_DEC,Normal,2026-05-07T05:39:43.729434+00:00,True,,50.0,2.0,8,700.0,10.0,0.33,8,decelerating,22.11,22.07,14.07,10.96,0.0,695.9,5.567
VCV_Normal_C050_R002_VT10_RR008_PEEP16_IE100_SQR,Normal,2026-05-07T05:39:43.729932+00:00,True,,50.0,2.0,8,700.0,10.0,1.0,16,square,30.37,30.0,14.0,20.09,0.0,698.13,5.585
VCV_Normal_C050_R002_VT10_RR008_PEEP16_IE100_DEC,Normal,2026-05-07T05:39:43.730446+00:00,True,,50.0,2.0,8,700.0,10.0,1.0,16,decelerating,30.05,30.04,14.04,21.23,0.0,698.13,5.585
VCV_Normal_C050_R002_VT10_RR008_PEEP16_IE050_SQR,Normal,2026-05-07T05:39:43.730952+00:00,True,,50.0,2.0,8,700.0,10.0,0.5,16,square,30.56,30.0,14.0,18.97,0.0,697.2,5.578
VCV_Normal_C050_R002_VT10_RR008_PEEP16_IE050_DEC,Normal,2026-05-07T05:39:43.731463+00:00,True,,50.0,2.0,8,700.0,10.0,0.5,16,decelerating,30.08,30.06,14.06,19.73,0.0,697.2,5.578
VCV_Normal_C050_R002_VT10_RR008_PEEP16_IE033_SQR,Normal,2026-05-07T05:39:43.732030+00:00,True,,50.0,2.0,8,700.0,10.0,0.33,16,square,30.75,29.99,13.99,18.39,0.0,695.9,5.567
VCV_Normal_C050_R002_VT10_RR008_PEEP16_IE033_DEC,Normal,2026-05-07T05:39:43.732554+00:00,True,,50.0,2.0,8,700.0,10.0,0.33,16,decelerating,30.11,30.07,14.07,18.96,0.0,695.9,5.567
VCV_Normal_C050_R002_VT10_RR008_PEEP20_IE100_SQR,Normal,2026-05-07T05:39:43.733059+00:00,True,,50.0,2.0,8,700.0,10.0,1.0,20,square,34.37,34.0,14.0,24.09,0.0,698.13,5.585
VCV_Normal_C050_R002_VT10_RR008_PEEP20_IE100_DEC,Normal,2026-05-07T05:39:43.733573+00:00,True,,50.0,2.0,8,700.0,10.0,1.0,20,decelerating,34.05,34.04,14.04,25.23,0.0,698.13,5.585
VCV_Normal_C050_R002_VT10_RR008_PEEP20_IE050_SQR,Normal,2026-05-07T05:39:43.734147+00:00,True,,50.0,2.0,8,700.0,10.0,0.5,20,square,34.56,34.0,14.0,22.97,0.0,697.2,5.578
VCV_Normal_C050_R002_VT10_RR008_PEEP20_IE050_DEC,Normal,2026-05-07T05:39:43.734653+00:00,True,,50.0,2.0,8,700.0,10.0,0.5,20,decelerating,34.08,34.06,14.06,23.73,0.0,697.2,5.578
VCV_Normal_C050_R002_VT10_RR008_PEEP20_IE033_SQR,Normal,2026-05-07T05:39:43.735169+00:00,True,,50.0,2.0,8,700.0,10.0,0.33,20,square,34.75,33.99,13.99,22.39,0.0,695.9,5.567
VCV_Normal_C050_R002_VT10_RR008_PEEP20_IE033_DEC,Normal,2026-05-07T05:39:43.735684+00:00,True,,50.0,2.0,8,700.0,10.0,0.33,20,decelerating,34.11,34.07,14.07,22.96,0.0,695.9,5.567
VCV_Normal_C050_R002_VT10_RR016_PEEP00_IE100_SQR,Normal,2026-05-07T05:39:43.736105+00:00,True,,50.0,2.0,16,700.0,10.0,1.0,0,square,14.78,14.04,14.04,4.65,0.0,698.13,11.17
VCV_Normal_C050_R002_VT10_RR016_PEEP00_IE100_DEC,Normal,2026-05-07T05:39:43.736535+00:00,True,,50.0,2.0,16,700.0,10.0,1.0,0,decelerating,14.16,14.11,14.11,5.76,0.0,698.13,11.17
VCV_Normal_C050_R002_VT10_RR016_PEEP00_IE050_SQR,Normal,2026-05-07T05:39:43.736950+00:00,True,,50.0,2.0,16,700.0,10.0,0.5,0,square,15.12,14.0,14.0,3.56,0.0,694.4,11.11
VCV_Normal_C050_R002_VT10_RR016_PEEP00_IE050_DEC,Normal,2026-05-07T05:39:43.737362+00:00,True,,50.0,2.0,16,700.0,10.0,0.5,0,decelerating,14.21,14.11,14.11,4.31,0.0,694.4,11.11
VCV_Normal_C050_R002_VT10_RR016_PEEP00_IE033_SQR,Normal,2026-05-07T05:39:43.737780+00:00,True,,50.0,2.0,16,700.0,10.0,0.33,0,square,15.5,13.99,13.99,3.01,0.0,692.14,11.074
VCV_Normal_C050_R002_VT10_RR016_PEEP00_IE033_DEC,Normal,2026-05-07T05:39:43.738190+00:00,True,,50.0,2.0,16,700.0,10.0,0.33,0,decelerating,14.32,14.14,14.14,3.57,0.0,692.14,11.074
VCV_Normal_C050_R002_VT10_RR016_PEEP08_IE100_SQR,Normal,2026-05-07T05:39:43.738601+00:00,True,,50.0,2.0,16,700.0,10.0,1.0,8,square,22.78,22.04,14.04,12.65,0.0,698.13,11.17
VCV_Normal_C050_R002_VT10_RR016_PEEP08_IE100_DEC,Normal,2026-05-07T05:39:43.739020+00:00,True,,50.0,2.0,16,700.0,10.0,1.0,8,decelerating,22.16,22.11,14.11,13.76,0.0,698.13,11.17
VCV_Normal_C050_R002_VT10_RR016_PEEP08_IE050_SQR,Normal,2026-05-07T05:39:43.739429+00:00,True,,50.0,2.0,16,700.0,10.0,0.5,8,square,23.12,22.0,14.0,11.56,0.0,694.4,11.11
VCV_Normal_C050_R002_VT10_RR016_PEEP08_IE050_DEC,Normal,2026-05-07T05:39:43.739839+00:00,True,,50.0,2.0,16,700.0,10.0,0.5,8,decelerating,22.21,22.11,14.11,12.31,0.0,694.4,11.11
VCV_Normal_C050_R002_VT10_RR016_PEEP08_IE033_SQR,Normal,2026-05-07T05:39:43.740248+00:00,True,,50.0,2.0,16,700.0,10.0,0.33,8,square,23.5,21.99,13.99,11.01,0.0,692.14,11.074
VCV_Normal_C050_R002_VT10_RR016_PEEP08_IE033_DEC,Normal,2026-05-07T05:39:43.740658+00:00,True,,50.0,2.0,16,700.0,10.0,0.33,8,decelerating,22.32,22.14,14.14,11.57,0.0,692.14,11.074
VCV_Normal_C050_R002_VT10_RR016_PEEP16_IE100_SQR,Normal,2026-05-07T05:39:43.741076+00:00,True,,50.0,2.0,16,700.0,10.0,1.0,16,square,30.78,30.04,14.04,20.65,0.0,698.13,11.17
VCV_Normal_C050_R002_VT10_RR016_PEEP16_IE100_DEC,Normal,2026-05-07T05:39:43.741485+00:00,True,,50.0,2.0,16,700.0,10.0,1.0,16,decelerating,30.16,30.11,14.11,21.76,0.0,698.13,11.17
VCV_Normal_C050_R002_VT10_RR016_PEEP16_IE050_SQR,Normal,2026-05-07T05:39:43.741913+00:00,True,,50.0,2.0,16,700.0,10.0,0.5,16,square,31.12,30.0,14.0,19.56,0.0,694.4,11.11
