scenario_id,condition,generated_at,is_valid,invalid_reason,compliance_mL_per_cmH2O,resistance_cmH2O_L_s,respiratory_rate,insp_pressure_cmH2O,ie_ratio,peep_cmH2O,rise_time_s,ppeak_cmH2O,delivered_vt_mL,driving_p_cmH2O,mean_paw_cmH2O,auto_peep_cmH2O,fill_fraction,minute_vent_L,time_to_peak_flow_s
PCV_Normal_C050_R002_P005_RR030_PEEP00_IE033_RT040,Normal,2026-05-07T05:41:10.166209+00:00,True,,50.0,2.0,30,5,0.33,0,0.4,5.0,241.78,5.0,0.93,0.0,0.9164,7.253,0.24
PCV_Normal_C050_R002_P005_RR030_PEEP08_IE100_RT000,Normal,2026-05-07T05:41:10.314585+00:00,True,,50.0,2.0,30,5,1.0,8,0.0,13.0,249.98,5.0,10.5,0.0,1.0,7.499,0.0
PCV_Normal_C050_R002_P005_RR030_PEEP08_IE100_RT020,Normal,2026-05-07T05:41:10.450753+00:00,True,,50.0,2.0,30,5,1.0,8,0.2,13.0,249.95,5.0,10.24,0.0,0.9997,7.498,0.19
PCV_Normal_C050_R002_P005_RR030_PEEP08_IE100_RT040,Normal,2026-05-07T05:41:10.590140+00:00,True,,50.0,2.0,30,5,1.0,8,0.4,13.0,249.83,5.0,9.99,0.0,0.9975,7.495,0.39
PCV_Normal_C050_R002_P005_RR030_PEEP08_IE050_RT000,Normal,2026-05-07T05:41:10.742333+00:00,True,,50.0,2.0,30,5,0.5,8,0.0,13.0,249.66,5.0,9.68,0.0,0.9987,7.49,0.0
PCV_Normal_C050_R002_P005_RR030_PEEP08_IE050_RT020,Normal,2026-05-07T05:41:10.880225+00:00,True,,50.0,2.0,30,5,0.5,8,0.2,13.0,248.91,5.0,9.41,0.0,0.9906,7.467,0.19
PCV_Normal_C050_R002_P005_RR030_PEEP08_IE050_RT040,Normal,2026-05-07T05:41:11.016663+00:00,True,,50.0,2.0,30,5,0.5,8,0.4,13.0,247.24,5.0,9.25,0.0,0.9643,7.417,0.32
PCV_Normal_C050_R002_P005_RR030_PEEP08_IE033_RT000,Normal,2026-05-07T05:41:11.167164+00:00,True,,50.0,2.0,30,5,0.33,8,0.0,13.0,248.14,5.0,9.25,0.0,0.993,7.444,0.0
PCV_Normal_C050_R002_P005_RR030_PEEP08_IE033_RT020,Normal,2026-05-07T05:41:11.304871+00:00,True,,50.0,2.0,30,5,0.33,8,0.2,13.0,244.05,5.0,8.99,0.0,0.9483,7.322,0.19
PCV_Normal_C050_R002_P005_RR030_PEEP08_IE033_RT040,Normal,2026-05-07T05:41:11.442810+00:00,True,,50.0,2.0,30,5,0.33,8,0.4,13.0,241.78,5.0,8.93,0.0,0.9164,7.253,0.24
PCV_Normal_C050_R002_P005_RR030_PEEP16_IE100_RT000,Normal,2026-05-07T05:41:11.591537+00:00,True,,50.0,2.0,30,5,1.0,16,0.0,21.0,249.98,5.0,18.5,0.0,1.0,7.499,0.0
PCV_Normal_C050_R002_P005_RR030_PEEP16_IE100_RT020,Normal,2026-05-07T05:41:11.727132+00:00,True,,50.0,2.0,30,5,1.0,16,0.2,21.0,249.95,5.0,18.24,0.0,0.9997,7.498,0.19
PCV_Normal_C050_R002_P005_RR030_PEEP16_IE100_RT040,Normal,2026-05-07T05:41:11.864226+00:00,True,,50.0,2.0,30,5,1.0,16,0.4,21.0,249.83,5.0,17.99,0.0,0.9975,7.495,0.39
PCV_Normal_C050_R002_P005_RR030_PEEP16_IE050_RT000,Normal,2026-05-07T05:41:12.017300+00:00,True,,50.0,2.0,30,5,0.5,16,0.0,21.0,249.66,5.0,17.68,0.0,0.9987,7.49,0.0
PCV_Normal_C050_R002_P005_RR030_PEEP16_IE050_RT020,Normal,2026-05-07T05:41:12.155232+00:00,True,,50.0,2.0,30,5,0.5,16,0.2,21.0,248.91,5.0,17.41,0.0,0.9906,7.467,0.19
PCV_Normal_C050_R002_P005_RR030_PEEP16_IE050_RT040,Normal,2026-05-07T05:41:12.292194+00:00,True,,50.0,2.0,30,5,0.5,16,0.4,21.0,247.24,5.0,17.25,0.0,0.9643,7.417,0.32
PCV_Normal_C050_R002_P005_RR030_PEEP16_IE033_RT000,Normal,2026-05-07T05:41:12.441972+00:00,True,,50.0,2.0,30,5,0.33,16,0.0,21.0,248.14,5.0,17.25,0.0,0.993,7.444,0.0
PCV_Normal_C050_R002_P005_RR030_PEEP16_IE033_RT020,Normal,2026-05-07T05:41:12.580859+00:00,True,,50.0,2.0,30,5,0.33,16,0.2,21.0,244.05,5.0,16.99,0.0,0.9483,7.322,0.19
PCV_Normal_C050_R002_P005_RR030_PEEP16_IE033_RT040,Normal,2026-05-07T05:41:12.720037+00:00,True,,50.0,2.0,30,5,0.33,16,0.4,21.0,241.78,5.0,16.93,0.0,0.9164,7.253,0.24
PCV_Normal_C050_R002_P005_RR030_PEEP20_IE100_RT000,Normal,2026-05-07T05:41:12.868984+00:00,True,,50.0,2.0,30,5,1.0,20,0.0,25.0,249.98,5.0,22.5,0.0,1.0,7.499,0.0
PCV_Normal_C050_R002_P005_RR030_PEEP20_IE100_RT020,Normal,2026-05-07T05:41:13.006031+00:00,True,,50.0,2.0,30,5,1.0,20,0.2,25.0,249.95,5.0,22.24,0.0,0.9997,7.498,0.19
PCV_Normal_C050_R002_P005_RR030_PEEP20_IE100_RT040,Normal,2026-05-07T05:41:13.143083+00:00,True,,50.0,2.0,30,5,1.0,20,0.4,25.0,249.82,5.0,21.99,0.0,0.9975,7.495,0.39
PCV_Normal_C050_R002_P005_RR030_PEEP20_IE050_RT000,Normal,2026-05-07T05:41:13.295506+00:00,True,,50.0,2.0,30,5,0.5,20,0.0,25.0,249.66,5.0,21.68,0.0,0.9987,7.49,0.0
PCV_Normal_C050_R002_P005_RR030_PEEP20_IE050_RT020,Normal,2026-05-07T05:41:13.432478+00:00,True,,50.0,2.0,30,5,0.5,20,0.2,25.0,248.91,5.0,21.41,0.0,0.9906,7.467,0.19
PCV_Normal_C050_R002_P005_RR030_PEEP20_IE050_RT040,Normal,2026-05-07T05:41:13.568241+00:00,True,,50.0,2.0,30,5,0.5,20,0.4,25.0,247.24,5.0,21.25,0.0,0.9643,7.417,0.32
PCV_Normal_C050_R002_P005_RR030_PEEP20_IE033_RT000,Normal,2026-05-07T05:41:13.718668+00:00,True,,50.0,2.0,30,5,0.33,20,0.0,25.0,248.14,5.0,21.25,0.0,0.993,7.444,0.0
PCV_Normal_C050_R002_P005_RR030_PEEP20_IE033_RT020,Normal,2026-05-07T05:41:13.855956+00:00,True,,50.0,2.0,30,5,0.33,20,0.2,25.0,244.05,5.0,20.99,0.0,0.9483,7.322,0.19
PCV_Normal_C050_R002_P005_RR030_PEEP20_IE033_RT040,Normal,2026-05-07T05:41:13.994014+00:00,True,,50.0,2.0,30,5,0.33,20,0.4,25.0,241.78,5.0,20.93,0.0,0.9164,7.253,0.24
PCV_Normal_C050_R002_P015_RR008_PEEP00_IE100_RT000,Normal,2026-05-07T05:41:14.482413+00:00,True,,50.0,2.0,8,15,1.0,0,0.0,15.0,750.0,15.0,7.5,0.0,1.0,6.0,0.0
PCV_Normal_C050_R002_P015_RR008_PEEP00_IE100_RT020,Normal,2026-05-07T05:41:14.951366+00:00,True,,50.0,2.0,8,15,1.0,0,0.2,15.0,750.0,15.0,7.29,0.0,1.0,6.0,0.19
PCV_Normal_C050_R002_P015_RR008_PEEP00_IE100_RT040,Normal,2026-05-07T05:41:15.422441+00:00,True,,50.0,2.0,8,15,1.0,0,0.4,15.0,750.0,15.0,7.09,0.0,1.0,6.0,0.39
PCV_Normal_C050_R002_P015_RR008_PEEP00_IE050_RT000,Normal,2026-05-07T05:41:15.910868+00:00,True,,50.0,2.0,8,15,0.5,0,0.0,15.0,750.0,15.0,5.0,0.0,1.0,6.0,0.0
PCV_Normal_C050_R002_P015_RR008_PEEP00_IE050_RT020,Normal,2026-05-07T05:41:16.383822+00:00,True,,50.0,2.0,8,15,0.5,0,0.2,15.0,750.0,15.0,4.79,0.0,1.0,6.0,0.19
PCV_Normal_C050_R002_P015_RR008_PEEP00_IE050_RT040,Normal,2026-05-07T05:41:16.853316+00:00,True,,50.0,2.0,8,15,0.5,0,0.4,15.0,750.0,15.0,4.59,0.0,1.0,6.0,0.39
PCV_Normal_C050_R002_P015_RR008_PEEP00_IE033_RT000,Normal,2026-05-07T05:41:17.339945+00:00,True,,50.0,2.0,8,15,0.33,0,0.0,15.0,750.0,15.0,3.74,0.0,1.0,6.0,0.0
PCV_Normal_C050_R002_P015_RR008_PEEP00_IE033_RT020,Normal,2026-05-07T05:41:17.809566+00:00,True,,50.0,2.0,8,15,0.33,0,0.2,15.0,750.0,15.0,3.53,0.0,1.0,6.0,0.19
PCV_Normal_C050_R002_P015_RR008_PEEP00_IE033_RT040,Normal,2026-05-07T05:41:18.279212+00:00,True,,50.0,2.0,8,15,0.33,0,0.4,15.0,750.0,15.0,3.33,0.0,1.0,6.0,0.39
PCV_Normal_C050_R002_P015_RR008_PEEP08_IE100_RT000,Normal,2026-05-07T05:41:18.767816+00:00,True,,50.0,2.0,8,15,1.0,8,0.0,23.0,750.0,15.0,15.5,0.0,1.0,6.0,0.0
PCV_Normal_C050_R002_P015_RR008_PEEP08_IE100_RT020,Normal,2026-05-07T05:41:19.238481+00:00,True,,50.0,2.0,8,15,1.0,8,0.2,23.0,750.0,15.0,15.29,0.0,1.0,6.0,0.19
PCV_Normal_C050_R002_P015_RR008_PEEP08_IE100_RT040,Normal,2026-05-07T05:41:19.709211+00:00,True,,50.0,2.0,8,15,1.0,8,0.4,23.0,750.0,15.0,15.09,0.0,1.0,6.0,0.39
PCV_Normal_C050_R002_P015_RR008_PEEP08_IE050_RT000,Normal,2026-05-07T05:41:20.278148+00:00,True,,50.0,2.0,8,15,0.5,8,0.0,23.0,750.0,15.0,13.0,0.0,1.0,6.0,0.0
PCV_Normal_C050_R002_P015_RR008_PEEP08_IE050_RT020,Normal,2026-05-07T05:41:20.759325+00:00,True,,50.0,2.0,8,15,0.5,8,0.2,23.0,750.0,15.0,12.79,0.0,1.0,6.0,0.19
PCV_Normal_C050_R002_P015_RR008_PEEP08_IE050_RT040,Normal,2026-05-07T05:41:21.231055+00:00,True,,50.0,2.0,8,15,0.5,8,0.4,23.0,750.0,15.0,12.59,0.0,1.0,6.0,0.39
PCV_Normal_C050_R002_P015_RR008_PEEP08_IE033_RT000,Normal,2026-05-07T05:41:21.713876+00:00,True,,50.0,2.0,8,15,0.33,8,0.0,23.0,750.0,15.0,11.74,0.0,1.0,6.0,0.0
PCV_Normal_C050_R002_P015_RR008_PEEP08_IE033_RT020,Normal,2026-05-07T05:41:22.185824+00:00,True,,50.0,2.0,8,15,0.33,8,0.2,23.0,750.0,15.0,11.53,0.0,1.0,6.0,0.19
PCV_Normal_C050_R002_P015_RR008_PEEP08_IE033_RT040,Normal,2026-05-07T05:41:22.654433+00:00,True,,50.0,2.0,8,15,0.33,8,0.4,23.0,750.0,15.0,11.33,0.0,1.0,6.0,0.39
PCV_Normal_C050_R002_P015_RR008_PEEP16_IE100_RT000,Normal,2026-05-07T05:41:23.141642+00:00,True,,50.0,2.0,8,15,1.0,16,0.0,31.0,750.0,15.0,23.5,0.0,1.0,6.0,0.0
PCV_Normal_C050_R002_P015_RR008_PEEP16_IE100_RT020,Normal,2026-05-07T05:41:23.611045+00:00,True,,50.0,2.0,8,15,1.0,16,0.2,31.0,750.0,15.0,23.29,0.0,1.0,6.0,0.19
PCV_Normal_C050_R002_P015_RR008_PEEP16_IE100_RT040,Normal,2026-05-07T05:41:24.079751+00:00,True,,50.0,2.0,8,15,1.0,16,0.4,31.0,750.0,15.0,23.09,0.0,1.0,6.0,0.39
PCV_Normal_C050_R002_P015_RR008_PEEP16_IE050_RT000,Normal,2026-05-07T05:41:24.567140+00:00,True,,50.0,2.0,8,15,0.5,16,0.0,31.0,750.0,15.0,21.0,0.0,1.0,6.0,0.0
PCV_Normal_C050_R002_P015_RR008_PEEP16_IE050_RT020,Normal,2026-05-07T05:41:25.037644+00:00,True,,50.0,2.0,8,15,0.5,16,0.2,31.0,750.0,15.0,20.79,0.0,1.0,6.0,0.19
PCV_Normal_C050_R002_P015_RR008_PEEP16_IE050_RT040,Normal,2026-05-07T05:41:25.507394+00:00,True,,50.0,2.0,8,15,0.5,16,0.4,31.0,750.0,15.0,20.59,0.0,1.0,6.0,0.39
PCV_Normal_C050_R002_P015_RR008_PEEP16_IE033_RT000,Normal,2026-05-07T05:41:25.994557+00:00,True,,50.0,2.0,8,15,0.33,16,0.0,31.0,750.0,15.0,19.74,0.0,1.0,6.0,0.0
PCV_Normal_C050_R002_P015_RR008_PEEP16_IE033_RT020,Normal,2026-05-07T05:41:26.466965+00:00,True,,50.0,2.0,8,15,0.33,16,0.2,31.0,750.0,15.0,19.53,0.0,1.0,6.0,0.19
PCV_Normal_C050_R002_P015_RR008_PEEP16_IE033_RT040,Normal,2026-05-07T05:41:26.935761+00:00,True,,50.0,2.0,8,15,0.33,16,0.4,31.0,750.0,15.0,19.33,0.0,1.0,6.0,0.39
PCV_Normal_C050_R002_P015_RR008_PEEP20_IE100_RT000,Normal,2026-05-07T05:41:27.423854+00:00,True,,50.0,2.0,8,15,1.0,20,0.0,35.0,750.0,15.0,27.5,0.0,1.0,6.0,0.0
PCV_Normal_C050_R002_P015_RR008_PEEP20_IE100_RT020,Normal,2026-05-07T05:41:27.895039+00:00,True,,50.0,2.0,8,15,1.0,20,0.2,35.0,750.0,15.0,27.29,0.0,1.0,6.0,0.19
PCV_Normal_C050_R002_P015_RR008_PEEP20_IE100_RT040,Normal,2026-05-07T05:41:28.365652+00:00,True,,50.0,2.0,8,15,1.0,20,0.4,35.0,750.0,15.0,27.09,0.0,1.0,6.0,0.39
PCV_Normal_C050_R002_P015_RR008_PEEP20_IE050_RT000,Normal,2026-05-07T05:41:28.850545+00:00,True,,50.0,2.0,8,15,0.5,20,0.0,35.0,750.0,15.0,25.0,0.0,1.0,6.0,0.0
PCV_Normal_C050_R002_P015_RR008_PEEP20_IE050_RT020,Normal,2026-05-07T05:41:29.325472+00:00,True,,50.0,2.0,8,15,0.5,20,0.2,35.0,750.0,15.0,24.79,0.0,1.0,6.0,0.19
PCV_Normal_C050_R002_P015_RR008_PEEP20_IE050_RT040,Normal,2026-05-07T05:41:29.793063+00:00,True,,50.0,2.0,8,15,0.5,20,0.4,35.0,750.0,15.0,24.59,0.0,1.0,6.0,0.39
PCV_Normal_C050_R002_P015_RR008_PEEP20_IE033_RT000,Normal,2026-05-07T05:41:30.279923+00:00,True,,50.0,2.0,8,15,0.33,20,0.0,35.0,750.0,15.0,23.74,0.0,1.0,6.0,0.0
PCV_Normal_C050_R002_P015_RR008_PEEP20_IE033_RT020,Normal,2026-05-07T05:41:30.750503+00:00,True,,50.0,2.0,8,15,0.33,20,0.2,35.0,750.0,15.0,23.53,0.0,1.0,6.0,0.19
PCV_Normal_C050_R002_P015_RR008_PEEP20_IE033_RT040,Normal,2026-05-07T05:41:31.221914+00:00,True,,50.0,2.0,8,15,0.33,20,0.4,35.0,750.0,15.0,23.33,0.0,1.0,6.0,0.39
PCV_Normal_C050_R002_P015_RR016_PEEP00_IE100_RT000,Normal,2026-05-07T05:41:31.479004+00:00,True,,50.0,2.0,16,15,1.0,0,0.0,15.0,304.93,15.0,7.52,0.0,1.0,4.879,0.0
PCV_Normal_C050_R002_P015_RR016_PEEP00_IE100_RT020,Normal,2026-05-07T05:41:31.722107+00:00,True,,50.0,2.0,16,15,1.0,0,0.2,15.0,635.04,15.0,7.1,0.0,1.0,10.161,0.19
PCV_Normal_C050_R002_P015_RR016_PEEP00_IE100_RT040,Normal,2026-05-07T05:41:31.964992+00:00,True,,50.0,2.0,16,15,1.0,0,0.4,15.0,692.52,15.0,6.7,0.0,1.0,11.08,0.39
PCV_Normal_C050_R002_P015_RR016_PEEP00_IE050_RT000,Normal,2026-05-07T05:41:32.225580+00:00,True,,50.0,2.0,16,15,0.5,0,0.0,15.0,750.0,15.0,5.0,0.0,1.0,12.0,0.0
PCV_Normal_C050_R002_P015_RR016_PEEP00_IE050_RT020,Normal,2026-05-07T05:41:32.469571+00:00,True,,50.0,2.0,16,15,0.5,0,0.2,15.0,749.99,15.0,4.58,0.0,1.0,12.0,0.19
PCV_Normal_C050_R002_P015_RR016_PEEP00_IE050_RT040,Normal,2026-05-07T05:41:32.710645+00:00,True,,50.0,2.0,16,15,0.5,0,0.4,15.0,749.96,15.0,4.18,0.0,0.9998,11.999,0.39
PCV_Normal_C050_R002_P015_RR016_PEEP00_IE033_RT000,Normal,2026-05-07T05:41:32.967771+00:00,True,,50.0,2.0,16,15,0.33,0,0.0,15.0,749.93,15.0,3.76,0.0,0.9999,11.999,0.0
PCV_Normal_C050_R002_P015_RR016_PEEP00_IE033_RT020,Normal,2026-05-07T05:41:33.211059+00:00,True,,50.0,2.0,16,15,0.33,0,0.2,15.0,749.78,15.0,3.34,0.0,0.9993,11.996,0.19
PCV_Normal_C050_R002_P015_RR016_PEEP00_IE033_RT040,Normal,2026-05-07T05:41:33.453333+00:00,True,,50.0,2.0,16,15,0.33,0,0.4,15.0,749.08,15.0,2.94,0.0,0.995,11.985,0.39
PCV_Normal_C050_R002_P015_RR016_PEEP08_IE100_RT000,Normal,2026-05-07T05:41:33.710335+00:00,True,,50.0,2.0,16,15,1.0,8,0.0,23.0,304.93,15.0,15.52,0.0,1.0,4.879,0.0
PCV_Normal_C050_R002_P015_RR016_PEEP08_IE100_RT020,Normal,2026-05-07T05:41:33.956258+00:00,True,,50.0,2.0,16,15,1.0,8,0.2,23.0,635.04,15.0,15.1,0.0,1.0,10.161,0.19
PCV_Normal_C050_R002_P015_RR016_PEEP08_IE100_RT040,Normal,2026-05-07T05:41:34.200949+00:00,True,,50.0,2.0,16,15,1.0,8,0.4,23.0,692.52,15.0,14.7,0.0,1.0,11.08,0.39
PCV_Normal_C050_R002_P015_RR016_PEEP08_IE050_RT000,Normal,2026-05-07T05:41:34.459637+00:00,True,,50.0,2.0,16,15,0.5,8,0.0,23.0,750.0,15.0,13.0,0.0,1.0,12.0,0.0
PCV_Normal_C050_R002_P015_RR016_PEEP08_IE050_RT020,Normal,2026-05-07T05:41:34.702722+00:00,True,,50.0,2.0,16,15,0.5,8,0.2,23.0,749.99,15.0,12.58,0.0,1.0,12.0,0.19
PCV_Normal_C050_R002_P015_RR016_PEEP08_IE050_RT040,Normal,2026-05-07T05:41:34.944981+00:00,True,,50.0,2.0,16,15,0.5,8,0.4,23.0,749.96,15.0,12.18,0.0,0.9998,11.999,0.39
PCV_Normal_C050_R002_P015_RR016_PEEP08_IE033_RT000,Normal,2026-05-07T05:41:35.202157+00:00,True,,50.0,2.0,16,15,0.33,8,0.0,23.0,749.93,15.0,11.76,0.0,0.9999,11.999,0.0
PCV_Normal_C050_R002_P015_RR016_PEEP08_IE033_RT020,Normal,2026-05-07T05:41:35.446720+00:00,True,,50.0,2.0,16,15,0.33,8,0.2,23.0,749.78,15.0,11.34,0.0,0.9993,11.996,0.19
PCV_Normal_C050_R002_P015_RR016_PEEP08_IE033_RT040,Normal,2026-05-07T05:41:35.693358+00:00,True,,50.0,2.0,16,15,0.33,8,0.4,23.0,749.08,15.0,10.94,0.0,0.995,11.985,0.39
PCV_Normal_C050_R002_P015_RR016_PEEP16_IE100_RT000,Normal,2026-05-07T05:41:35.953629+00:00,True,,50.0,2.0,16,15,1.0,16,0.0,31.0,304.93,15.0,23.52,0.0,1.0,4.879,0.0
PCV_Normal_C050_R002_P015_RR016_PEEP16_IE100_RT020,Normal,2026-05-07T05:41:36.217522+00:00,True,,50.0,2.0,16,15,1.0,16,0.2,31.0,635.04,15.0,23.1,0.0,1.0,10.161,0.19
PCV_Normal_C050_R002_P015_RR016_PEEP16_IE100_RT040,Normal,2026-05-07T05:41:36.460458+00:00,True,,50.0,2.0,16,15,1.0,16,0.4,31.0,692.52,15.0,22.7,0.0,1.0,11.08,0.39
PCV_Normal_C050_R002_P015_RR016_PEEP16_IE050_RT000,Normal,2026-05-07T05:41:36.719534+00:00,True,,50.0,2.0,16,15,0.5,16,0.0,31.0,750.0,15.0,21.0,0.0,1.0,12.0,0.0
PCV_Normal_C050_R002_P015_RR016_PEEP16_IE050_RT020,Normal,2026-05-07T05:41:36.961843+00:00,True,,50.0,2.0,16,15,0.5,16,0.2,31.0,749.99,15.0,20.58,0.0,1.0,12.0,0.19
PCV_Normal_C050_R002_P015_RR016_PEEP16_IE050_RT040,Normal,2026-05-07T05:41:37.203837+00:00,True,,50.0,2.0,16,15,0.5,16,0.4,31.0,749.96,15.0,20.18,0.0,0.9998,11.999,0.39
PCV_Normal_C050_R002_P015_RR016_PEEP16_IE033_RT000,Normal,2026-05-07T05:41:37.460594+00:00,True,,50.0,2.0,16,15,0.33,16,0.0,31.0,749.93,15.0,19.76,0.0,0.9999,11.999,0.0
PCV_Normal_C050_R002_P015_RR016_PEEP16_IE033_RT020,Normal,2026-05-07T05:41:37.703461+00:00,True,,50.0,2.0,16,15,0.33,16,0.2,31.0,749.78,15.0,19.34,0.0,0.9993,11.996,0.19
PCV_Normal_C050_R002_P015_RR016_PEEP16_IE033_RT040,Normal,2026-05-07T05:41:37.945493+00:00,True,,50.0,2.0,16,15,0.33,16,0.4,31.0,749.08,15.0,18.94,0.0,0.995,11.985,0.39
PCV_Normal_C050_R002_P015_RR016_PEEP20_IE100_RT000,Normal,2026-05-07T05:41:38.202900+00:00,True,,50.0,2.0,16,15,1.0,20,0.0,35.0,304.93,15.0,27.52,0.0,1.0,4.879,0.0
PCV_Normal_C050_R002_P015_RR016_PEEP20_IE100_RT020,Normal,2026-05-07T05:41:38.445230+00:00,True,,50.0,2.0,16,15,1.0,20,0.2,35.0,635.04,15.0,27.1,0.0,1.0,10.161,0.19
PCV_Normal_C050_R002_P015_RR016_PEEP20_IE100_RT040,Normal,2026-05-07T05:41:38.690071+00:00,True,,50.0,2.0,16,15,1.0,20,0.4,35.0,692.52,15.0,26.7,0.0,1.0,11.08,0.39
PCV_Normal_C050_R002_P015_RR016_PEEP20_IE050_RT000,Normal,2026-05-07T05:41:38.949924+00:00,True,,50.0,2.0,16,15,0.5,20,0.0,35.0,750.0,15.0,25.0,0.0,1.0,12.0,0.0
PCV_Normal_C050_R002_P015_RR016_PEEP20_IE050_RT020,Normal,2026-05-07T05:41:39.193181+00:00,True,,50.0,2.0,16,15,0.5,20,0.2,35.0,749.99,15.0,24.58,0.0,1.0,12.0,0.19
PCV_Normal_C050_R002_P015_RR016_PEEP20_IE050_RT040,Normal,2026-05-07T05:41:39.435003+00:00,True,,50.0,2.0,16,15,0.5,20,0.4,35.0,749.96,15.0,24.18,0.0,0.9998,11.999,0.39
PCV_Normal_C050_R002_P015_RR016_PEEP20_IE033_RT000,Normal,2026-05-07T05:41:39.692448+00:00,True,,50.0,2.0,16,15,0.33,20,0.0,35.0,749.93,15.0,23.76,0.0,0.9999,11.999,0.0
PCV_Normal_C050_R002_P015_RR016_PEEP20_IE033_RT020,Normal,2026-05-07T05:41:39.937061+00:00,True,,50.0,2.0,16,15,0.33,20,0.2,35.0,749.78,15.0,23.34,0.0,0.9993,11.996,0.19
PCV_Normal_C050_R002_P015_RR016_PEEP20_IE033_RT040,Normal,2026-05-07T05:41:40.179387+00:00,True,,50.0,2.0,16,15,0.33,20,0.4,35.0,749.08,15.0,22.94,0.0,0.995,11.985,0.39
PCV_Normal_C050_R002_P015_RR024_PEEP00_IE100_RT000,Normal,2026-05-07T05:41:40.363665+00:00,True,,50.0,2.0,24,15,1.0,0,0.0,15.0,749.99,15.0,7.5,0.0,1.0,18.0,0.0
PCV_Normal_C050_R002_P015_RR024_PEEP00_IE100_RT020,Normal,2026-05-07T05:41:40.530105+00:00,True,,50.0,2.0,24,15,1.0,0,0.2,15.0,749.99,15.0,6.87,0.0,1.0,18.0,0.19
PCV_Normal_C050_R002_P015_RR024_PEEP00_IE100_RT040,Normal,2026-05-07T05:41:40.700384+00:00,True,,50.0,2.0,24,15,1.0,0,0.4,15.0,749.96,15.0,6.27,0.0,0.9998,17.999,0.39
PCV_Normal_C050_R002_P015_RR024_PEEP00_IE050_RT000,Normal,2026-05-07T05:41:40.886705+00:00,True,,50.0,2.0,24,15,0.5,0,0.0,15.0,749.81,15.0,5.04,0.0,0.9998,17.996,0.0
PCV_Normal_C050_R002_P015_RR024_PEEP00_IE050_RT020,Normal,2026-05-07T05:41:41.054927+00:00,True,,50.0,2.0,24,15,0.5,0,0.2,15.0,749.4,15.0,4.41,0.0,0.9982,17.986,0.19
PCV_Normal_C050_R002_P015_RR024_PEEP00_IE050_RT040,Normal,2026-05-07T05:41:41.222475+00:00,True,,50.0,2.0,24,15,0.5,0,0.4,15.0,747.5,15.0,3.81,0.0,0.9869,17.94,0.39
PCV_Normal_C050_R002_P015_RR024_PEEP00_IE033_RT000,Normal,2026-05-07T05:41:41.404699+00:00,True,,50.0,2.0,24,15,0.33,0,0.0,15.0,748.48,15.0,3.78,0.0,0.998,17.963,0.0
PCV_Normal_C050_R002_P015_RR024_PEEP00_IE033_RT020,Normal,2026-05-07T05:41:41.572733+00:00,True,,50.0,2.0,24,15,0.33,0,0.2,15.0,745.14,15.0,3.15,0.0,0.985,17.883,0.19
PCV_Normal_C050_R002_P015_RR024_PEEP00_IE033_RT040,Normal,2026-05-07T05:41:41.740203+00:00,True,,50.0,2.0,24,15,0.33,0,0.4,15.0,739.58,15.0,2.82,0.0,0.955,17.75,0.3
PCV_Normal_C050_R002_P015_RR024_PEEP08_IE100_RT000,Normal,2026-05-07T05:41:41.922686+00:00,True,,50.0,2.0,24,15,1.0,8,0.0,23.0,749.99,15.0,15.5,0.0,1.0,18.0,0.0
PCV_Normal_C050_R002_P015_RR024_PEEP08_IE100_RT020,Normal,2026-05-07T05:41:42.091221+00:00,True,,50.0,2.0,24,15,1.0,8,0.2,23.0,749.99,15.0,14.87,0.0,1.0,18.0,0.19
PCV_Normal_C050_R002_P015_RR024_PEEP08_IE100_RT040,Normal,2026-05-07T05:41:42.257783+00:00,True,,50.0,2.0,24,15,1.0,8,0.4,23.0,749.96,15.0,14.27,0.0,0.9998,17.999,0.39
PCV_Normal_C050_R002_P015_RR024_PEEP08_IE050_RT000,Normal,2026-05-07T05:41:42.442366+00:00,True,,50.0,2.0,24,15,0.5,8,0.0,23.0,749.81,15.0,13.04,0.0,0.9998,17.996,0.0
PCV_Normal_C050_R002_P015_RR024_PEEP08_IE050_RT020,Normal,2026-05-07T05:41:42.610056+00:00,True,,50.0,2.0,24,15,0.5,8,0.2,23.0,749.4,15.0,12.41,0.0,0.9982,17.986,0.19
PCV_Normal_C050_R002_P015_RR024_PEEP08_IE050_RT040,Normal,2026-05-07T05:41:42.776893+00:00,True,,50.0,2.0,24,15,0.5,8,0.4,23.0,747.5,15.0,11.81,0.0,0.9869,17.94,0.39
PCV_Normal_C050_R002_P015_RR024_PEEP08_IE033_RT000,Normal,2026-05-07T05:41:42.958018+00:00,True,,50.0,2.0,24,15,0.33,8,0.0,23.0,748.48,15.0,11.78,0.0,0.998,17.963,0.0
PCV_Normal_C050_R002_P015_RR024_PEEP08_IE033_RT020,Normal,2026-05-07T05:41:43.125915+00:00,True,,50.0,2.0,24,15,0.33,8,0.2,23.0,745.14,15.0,11.15,0.0,0.985,17.883,0.19
PCV_Normal_C050_R002_P015_RR024_PEEP08_IE033_RT040,Normal,2026-05-07T05:41:43.294116+00:00,True,,50.0,2.0,24,15,0.33,8,0.4,23.0,739.58,15.0,10.82,0.0,0.955,17.75,0.3
